strain	Albendazole_cv.EXT	Albendazole_cv.TOF	Albendazole_f.ad	Albendazole_f.L1	Albendazole_f.L2L3	Albendazole_f.L4	Albendazole_iqr.EXT	Albendazole_iqr.TOF	Albendazole_mean.EXT	Albendazole_mean.norm.EXT	Albendazole_mean.TOF	Albendazole_median.EXT	Albendazole_median.norm.EXT	Albendazole_median.TOF	Albendazole_n	Albendazole_norm.n	Albendazole_q10.EXT	Albendazole_q10.norm.EXT	Albendazole_q10.TOF	Albendazole_q25.EXT	Albendazole_q25.norm.EXT	Albendazole_q25.TOF	Albendazole_q75.EXT	Albendazole_q75.norm.EXT	Albendazole_q75.TOF	Albendazole_q90.EXT	Albendazole_q90.norm.EXT	Albendazole_q90.TOF	Albendazole_var.EXT	Albendazole_var.TOF
CX11285	-0.0740162663239366	-0.0361940465909706	0.024727545334382	-0.0278990919666964	-0.0110470153303182	0.0153346900113637	35.9552617312009	-12.7674369526093	64.0829222634227	0.184860122858652	5.20089298510548	120.921760815218	0.22685693549933	15.7599436788115	-20.4295159038564	-11.0901557673602	41.9029714122941	0.162506732275953	10.8914331204236	55.7642374214317	0.250061687257644	18.3467745747284	60.4937512447488	0.247162156638695	2.4367935030432	51.2144147963598	0.193726295181057	-3.15882282283879	-44133.9625285168	-1584.92269339232
CX11292	-0.0440096896638047	-0.0101285447308667	0.00548337169484975	0.0104958158092953	-0.0148040196421417	0.00809667556568755	71.7208826050788	11.3477092017203	33.824856825065	0.124443174981911	-3.83514476927464	73.5658302573797	0.217283257031889	4.84020749072077	-59.514596224205	-20.1189084064338	-19.336610859203	0.0131943094527095	-6.95386449516927	-10.1716470444618	0.110778357157466	-9.68125578078482	46.0065726498513	0.107025783371935	4.51160304273542	30.1922928927903	0.12301149176239	-22.9960992602319	-266.567066898693	-1335.22242702988
CX11307	-0.0387964025695804	-0.0467175449036417	-0.157596453100496	-0.00742559639027462	0.134336280336951	0.0616858651439146	-293.997315738102	-39.898747035859	-246.509764109851	-0.321892148303371	-39.4063052169169	-242.675861621439	-0.3622041277271	-39.5067243287523	24.5003153184879	8.76173946853948	11.5825290058448	0.0193192831493687	-7.46980168150037	-55.448881422835	-0.0931415724059622	-11.7577108415241	-382.324405467138	-0.486793878495498	-58.3938548760639	-490.428791046359	-0.484531738865302	-84.5841580923576	-190355.309427951	-7186.82983470625
CX11314	-0.0341246323659512	-0.00763290905485315	0.0698705916655379	-0.0025247980972251	-0.0624244910761649	0.00334683993628422	148.928833647191	25.1442517632833	63.8099064735922	0.015307802327483	11.4911014778562	37.7126836002784	0.0575844704890668	19.4381679272096	-23.7473112753654	-7.53715532046589	-13.3401864901351	-0.0477965600164014	-1.28449896397273	-51.371365475297	0.199395490944562	7.16953661424491	172.819239025184	0.207981022220844	31.8955201558006	118.378191083182	0.129747968669426	22.026721472516	-4521.55404247555	-869.360545373596
CX11315	0.11890616449412	0.0686638654920131	0.0102600555298186	0.116767932247963	-0.043242895704194	-0.113995247299282	291.133283458059	32.2247754876085	2.24806066497416	-0.115902061468661	-19.7117125339217	-82.3402881659253	-0.0866735981633305	-35.521984436835	-60.6914959807107	-23.5950800305168	-57.3330451379573	-0.10678204213473	-20.5967274063097	-92.9607462724612	-0.245381917215698	-32.446827523457	135.275227270757	0.0236375817894648	13.9256570789949	42.9302139371754	-0.0427418807183107	-22.7174710411279	6598.93788126373	1398.03098319914
DL200	-0.0287060367177669	-0.0105120742117128	-0.00489817198419411	0.0131983844272909	-0.0155094169100693	-0.0312186380264416	-53.6108040434789	-7.82928670427909	-37.0645235690422	0.020641415254789	-11.2902867412876	54.2511753796351	0.0500743467769274	1.17437723172751	17.7546570395419	4.33866010874914	-19.6942723523073	-0.0890458579454413	-8.57031455162891	-19.098338132552	-0.0141658036667077	-6.60837640149261	-69.5679763797347	-0.024001864717655	-16.7295650941266	-0.266979326623958	-0.127258634662572	-19.4020722845734	-56281.3944393163	-2339.01635575102
DL226	-0.0288153606557487	-0.016718202635464	-0.0492885946289308	-0.00269029932565808	0.0330253199437788	0.0224929743305261	-108.045202966467	-16.8866804879141	-76.8853036591001	-0.119634225336418	-16.9652703394469	-27.0639136464763	-0.152546689090858	-17.4608112811916	17.7227012702758	4.08999638663286	-9.40170408117336	-0.032775892144762	-4.60180400147165	-30.2802540794602	-0.0477154619670034	-11.5303942226815	-137.319339586115	-0.19515442900696	-21.813337477242	-155.133075323009	-0.122578704291347	-34.6645978397272	-45923.6206048859	-1604.15222777169
DL238	-0.15805531301205	-0.056257345703533	-0.0222417177633535	-0.0169600110582639	-0.0499199715073193	0.0943665392347922	-86.7304166589809	-9.51097203567777	2.05834196333319	0.172611784010788	-3.69649880392029	103.554795847499	0.376620489872313	16.4408917030557	-7.48322964516375	-1.45769365911513	-3.69538501856619	0.0215293819746017	0.0878160712902711	41.6882659053809	0.0964674668109092	1.97299287306637	-45.8379778433018	0.206794123267713	-16.1163970145741	-76.1956128584893	0.0478424199597424	-33.3263855487293	-74478.2805492633	-3298.55392779785
ECA189	0.00609797936377496	-0.0371039672095442	-0.00321603223414687	-0.0194753519133314	-0.059049926560422	0.0972691532309773	-104.222841411336	-45.7264975615383	-15.2053403246271	-0.0533119887852461	3.02981324889551	2.95509109314272	-0.143660809052974	12.7829353929728	23.8279527569381	6.44690075654309	38.54996103167	0.123592368374124	11.3290162675028	41.2669703925402	0.0523160212250726	31.6093955396695	-81.343280930303	-0.127624055390342	-17.2225041999064	-86.3827749588967	-0.0954656245726179	-11.4322292633604	-33232.5977253687	-3635.11645118337
ECA250	-0.134006682203916	-0.0528952988534899	0.0508592552989381	0.00249087589590079	-0.0585252646631353	0.00983438042798801	42.9019170894382	-12.2701120771651	62.5593586495391	0.349243565188022	-1.76177582376219	110.487351886649	0.421791081081882	11.8320937934532	-88.2802941472553	-29.1803131243298	19.9209280291862	0.162073723819482	-0.734552557450191	73.1234294049476	0.317571117988543	10.0245951249543	163.122050101084	0.465188231861316	2.46157557009761	125.366236654348	0.421690286394548	-16.6766516916379	-40811.3146671913	-3890.96262516101
ECA251	-0.00477458318852404	-0.0134282611931185	-0.0763944807756551	0.0136463569932965	0.0774004811865726	-0.0321135465951612	-13.9290124439539	-16.0606347359054	-47.5375971681677	0.081516563821968	-23.1212331730828	-1.00506125353091	-0.00706010901859042	-19.3908870571827	-1.23449466353095	-4.94954315758338	7.02223841109327	0.0347603643033301	-4.00293966378389	-41.328394536367	0.0567822602933771	-13.5709304861479	-41.9930078631662	0.0785244506465219	-32.3319640610325	-86.7043798299535	0.147340134328209	-36.2252296031573	-15611.6834834827	-2322.19912218585
